"uri","label","category","main_tags","event_tags","architecture_tags"
"15/0049d959-34e3-3385-a34d-1354ececdbdc","The Originals Tours Sud Pic Epeiche","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/005cab6f-adfb-3304-936e-811b027a1f68","Le Bistrot du Cuisinier","Resto","FoodEstablishment;PlaceOfInterest;Restaurant","",""
"15/005e849b-8b9f-3815-98ac-168d6776057a","Cellier du Beaujardin","tasting","Cooperative;PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0064ecb3-df79-345c-aae3-231b255e1b5b","Château-monastère de la Corroirie","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/007a5eff-1ed7-3f1e-aaac-cea9d95e3ff1","La Restrie du Bas","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/008a42af-78b6-3946-b72c-be46b2f8203c","Le tulipier de virginie","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/00b4daec-db5b-3d56-8736-23b2522bf80e","La Longère aux Hortensias","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/00b6f8df-01e1-39f7-86fb-84b6c9fa21e8","L'Ange est Rêveur","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/00bf4198-cbbd-38cb-a2d8-c78c4eda1f8d","Gîte chanzy","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/00e62f7d-0eb4-3ce3-a7ba-5e0b666c0dae","La Rose des Vents","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/00e8d121-18ba-339b-946f-09896707b893","Les Passerelles","museum","CulturalSite;Museum;PlaceOfInterest;TechnicalHeritage","",""
"15/00eed35d-b068-3d71-8684-04efb201e1f6","Hôtel Astéries","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/01300e3a-9ed0-3102-955f-887d13a13c91","Aire de services municipale","camping","Accommodation;CamperVanArea;CampingAndCaravanning;PlaceOfInterest","",""
"15/014fb041-1460-39d2-bdeb-966defd6733d","Cave de la Berthelotière","tasting","PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/01db1d61-653d-3856-9e11-e4425ba246f8","L'Harteloire","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/01db5da8-e7db-370f-8bb4-82e232470d26","Domaine de La Grange","act","BusinessPlace;PlaceOfInterest","",""
"15/01f0578a-c89d-3bb3-9b58-7754ebba529b","Gîte de la mahaudière","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/01fd92a0-dea2-38ac-a301-42d5ee38872b","Coup de Foudre","gite","Accommodation;PlaceOfInterest;RentalAccommodation","AccommodationProduct;Chalet;Product",""
"15/02568217-acea-3d5e-9fa7-45c07aeaafb8","Domaine de la Trigalière - La Maison des Amis","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0271dda8-03f9-31af-a3ed-ea79a637f0a5","André Fouassier","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/02b9576f-0f55-3354-a3f2-01d71208c540","Le Colombien","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/02c74295-ac0f-3270-9349-954ab40ecf6d","Aire d'accueil et de services ""La Guignardière""","camping","Accommodation;CamperVanArea;CampingAndCaravanning;PlaceOfInterest","",""
"15/02f0f32c-1be4-3538-924c-f58d5e7e0074","Espace Naturel Sensible des Rouchoux","act","CulturalSite;PlaceOfInterest","",""
"15/02feda28-2798-3e1a-b3eb-bd183c1a35b8","Visite commentée de la ville de Montoire","church","ArcheologicalSite;Bridge;Chapel;Church;CityHeritage;Convent;CulturalSite;PlaceOfInterest;ReligiousSite;RemarkableBuilding;Ruins;TechnicalHeritage","",""
"15/030b0edd-8315-3d41-803b-66691b3c741e","Hôtel Italia","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/03153d31-1e7c-34f2-a73a-713d521ddaf1","Compagnons du Vent, le voyage en montgolfière","sport","PlaceOfInterest;SportsAndLeisurePlace","",""
"15/03207a78-8e20-3853-9229-fd83ced13943","Haras de Muralis","sport","PlaceOfInterest;SportsAndLeisurePlace","",""
"15/032f4c61-b5d2-3b44-a949-7d92fab58fe3","Petit train touristique d'Amboise","act","CityHeritage;CulturalSite;PlaceOfInterest","",""
"15/035f34ed-7eea-3a37-b55f-7e43f7ca2d20","Hôtel du moulin","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/0375fb27-b1c7-3fe5-b57e-ae3040b148fa","Château de la Roche Berthault - La Maison du Jardinier","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/03e10011-1d3b-35ec-bece-ccf16e907c5c","L'Heureux Hasard","camping","Accommodation;Camping;CampingAndCaravanning;PlaceOfInterest","",""
"15/0411f013-4769-3e7f-92e7-d8df648a75c4","La Cordonnerie","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/04497a49-3de4-381d-b657-fa9095fdc375","La Blinerie","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/0455bc4e-ea31-3321-8bbb-a4899e6aea92","Le Bois Logis","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/04d584e4-7ea6-3bd9-831b-654738d76674","Aire de stationnement pour camping-cars - Montlivault","camping","Accommodation;CamperVanArea;CampingAndCaravanning;PlaceOfInterest","",""
"15/04d8318f-275b-3474-a635-53eee3aa4a0d","Eglise Saint-Hilaire et Musée d'Art Sacré","church","Church;CulturalSite;Museum;PlaceOfInterest;ReligiousSite","",""
"15/04f64ec4-fb29-3e4d-af0d-7b7ae9bb8bf4","Ibis Blois Vallée Maillard","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/0505ed10-e9e4-3b8b-ac4f-06ff24354fec","Philippe Catroux - Caves de Moncé","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/050957db-e586-3013-978b-596a1b84e011","France et de Guise","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/054a18d8-6723-307c-a569-f0eadd0080d3","Chapelle Saint-Gilles","act","Chapel;CulturalSite;PlaceOfInterest;ReligiousSite","",""
"15/05556d1b-a791-3a46-91f3-6c09a86d2858","Maison Bleue","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0587b9a8-f1e6-3937-ac68-27b5599bff01","Divin Loire","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0590493d-b2bd-365a-a5d9-5f1cf1abcde6","Musée de la Corbillière","museum","CulturalSite;Museum;PlaceOfInterest","",""
"15/05b3f213-5f08-3df3-a01a-397054f81b3f","Gîte de la Hulotte","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/061a4fdb-cfa7-310f-921a-b50d7c41e68e","Fasthotel Tours Nord","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/062b5337-9b57-31bb-bdeb-7e6b57fbf56a","Hôtel Best Western Le Vinci Loire Valley","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/063e026a-1ca1-3a6f-874d-9554a7f8b499","Le Petit Pavillon","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/06445059-cf53-3384-b2dd-b87a2747d96f","Le Bistrot'Quai","bar","BistroOrWineBar;FoodEstablishment;PlaceOfInterest;Restaurant","",""
"15/068931e6-eb46-3f6f-a9d1-7875aa090414","Location Canoë-Kayak","sport","PlaceOfInterest;SportsAndLeisurePlace","FreePractice;Practice;Product",""
"15/06b38776-8929-3e13-ac8f-9a7e9226bf58","Domaine Nicolas Brunet","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/06d75d67-225c-32c4-bbff-db604fe32677","Closerie du Tilleul","Resto","CafeOrTeahouse;FoodEstablishment;PlaceOfInterest;Restaurant","",""
"15/0744b887-a0d5-3bbe-8201-d7c7775327b7","Visite en Segway - Freemove","sport","EquipmentRentalShop;PlaceOfInterest;ServiceProvider;SportsAndLeisurePlace","AccompaniedPractice;EquipmentRental;Practice;Product;Rental",""
"15/07fbae9c-6b11-3d68-af0b-64d978b6383f","Bergeronnette | Gîtes des Closeaux","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0827ec30-04e6-3a05-82d4-a15e577025bc","Trott'ecow","sport","EquipmentRentalShop;PlaceOfInterest;ServiceProvider;SportsAndLeisurePlace","AccompaniedPractice;EquipmentRental;Practice;Product;Rental",""
"15/082f5494-0b87-34c6-a94e-e673230441ef","VVF Villages Les Violettes","act","Accommodation;ClubOrHolidayVillage;CollectiveAccommodation;PlaceOfInterest","",""
"15/083bd026-7240-3724-bcd8-061c293ec29c","Oenotourisme sensoriel","tasting","PlaceOfInterest;TastingProvider","Practice;Product;Tasting",""
"15/0855acfb-ec04-326e-ab98-a346c37c7ae2","La mazière des portes jaunes","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0863f8f1-3a5e-3df5-b4a4-98038fbbd18e","Le paradis des caves","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/086ffb0c-3d64-3417-9432-40d6e6dd2b8c","Hôtel Novotel Amboise","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/0881f7bd-6741-352c-ae78-50aa7bfd70d8","Les Closeaux","Resto","FoodEstablishment;PlaceOfInterest;Restaurant","",""
"15/08a3a22b-c283-36ec-a569-9476b43efca4","Hôtel l'Adresse","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/08af590c-9fe3-354e-a5f4-6d0042f2bf8f","l'île Ô reflets","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/08ceaa93-63f8-35b7-84ff-40d3fb4952a2","Maison de la Loire","act","CulturalSite;InterpretationCentre;PlaceOfInterest","",""
"15/08cf3657-5d80-39c5-b6e0-74189d999f35","Auberge de l'École","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/08f3f0ad-9bf5-3258-beb1-1454eb059877","Hôtel Valézieux","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/091727b3-a7aa-3ebf-a987-c39c14080350","Le Boudoir de Nana","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/09185148-6273-31cd-93de-a6d3aabfa450","La Bélandre - L'Ambacia","sport","PlaceOfInterest;SightseeingBoat;SportsAndLeisurePlace","",""
"15/098d334a-d1b8-3c33-8224-88ea2ba02651","Jardin du presbytère de Chédigny","park","CulturalSite;ParkAndGarden;PlaceOfInterest","",""
"15/09a58710-f27c-3d2a-bf5b-44b6cabfe01d","Domaine de Montcy","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/09d827bc-ae39-3db6-8e3e-fcebce366d7c","Domaine Plessis Gallu - Villa Cottage","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/09e68e54-661e-30f0-835b-2892c9c24e6d","Domaine de la Chapinière","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0a0e731c-532a-3bb7-a8e0-33ed949e2460","L'Atelier St Michel","tasting","PlaceOfInterest;TastingProvider","Practice;Product;Tasting",""
"15/0a4beaf8-0f05-35a2-be3b-1cdfa819d026","Escargots du Loir","tasting","PlaceOfInterest;TastingProvider","Practice;Product;Tasting",""
"15/0a79dd31-df55-34e5-9f53-7c5f28fbc016","Au Martin Bleu","Resto","FoodEstablishment;PlaceOfInterest;Restaurant","",""
"15/0a825d5a-a1ba-39ba-85e2-564570c3e787","Domaine royal de Château Gaillard","castle","Castle;CulturalSite;Museum;ParkAndGarden;PlaceOfInterest;RemarkableBuilding","","Renaissance"
"15/0b10c541-882d-3f2c-afb7-dad59906b48c","Musée-spectacle Musikenfête","museum","CulturalSite;Museum;PlaceOfInterest;TechnicalHeritage","",""
"15/0b1fd012-2755-3dc1-9ad7-ac03de416fab","Le Gîte des Bateliers","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0b453a94-bf39-31ef-81f1-3c238533a9dc","Accueil Vélo et rando Tours Val de Loire","sport","EquipmentRepairShop;PlaceOfInterest;ServiceProvider;SportsAndLeisurePlace","MultiActivity;Practice;Product",""
"15/0b5ac6f4-19a2-3ca8-8366-01cbfeb4e4af","Domaine Château de Quinçay","tasting","PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0b5ea653-16cc-3d7f-9feb-d0a14148368b","Domaine du Pré Baron","tasting","PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0b8abffc-a9a2-30c1-a24d-265fc0eaf2a1","Moulin Rochechouard","act","CulturalSite;Mill;PlaceOfInterest;TechnicalHeritage","",""
"15/0b9b3682-6af2-3062-9a73-51ca3fc929cf","Domaine Sylvain Gaudron","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0ba19a58-eff4-3878-918a-5234682c14eb","Tour Beauvoir","act","CulturalSite;PlaceOfInterest;RemarkableBuilding;Tower","",""
"15/0bfcfdc8-0974-37c1-955a-83fa5069be0a","Sylvothérapie et bains de forêt","sport","PlaceOfInterest;SportsAndLeisurePlace","AccompaniedPractice;Practice;Product",""
"15/0bff3503-15f1-391c-8660-85dc1bbc4bcb","RIDE IN TOURS","sport","EquipmentRentalShop;PlaceOfInterest;ServiceProvider;SportsAndLeisurePlace","EquipmentRental;Product;Rental",""
"15/0c1a1eb7-a025-3342-89e2-b3c96a345613","Les Attelages de Dylan","sport","PlaceOfInterest;SportsAndLeisurePlace","AccompaniedPractice;Practice;Product",""
"15/0c355587-c83b-3610-81e7-81d07277e635","Le gîte de l'Hermine","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0ca55db3-28fa-321c-b1f4-cd74a9ddd40c","Circuits pédestres balisés à Chambord","sport","PlaceOfInterest;SportsAndLeisurePlace","FreePractice;Practice;Product",""
"15/0cc5ba46-2b79-3440-8de8-57c2e92b179d","Château du Clos Lucé -  Parc Leonardo da Vinci","castle","Castle;CulturalSite;Museum;ParkAndGarden;PigeonLoft;PlaceOfInterest;RemarkableBuilding;TechnicalHeritage","",""
"15/0d039e83-13d0-3ccf-b426-983f74717df4","Les Ecuries des Touches : Gîte Nord","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0d05e44c-541c-3903-acb9-6c9633a9fb3c","Expérience Canoë Kayak","sport","EquipmentRentalShop;PlaceOfInterest;ServiceProvider;SportsAndLeisurePlace","EquipmentRental;Product;Rental",""
"15/0d0c622e-35de-3b27-9307-44c8d6db4959","Maison du Cerf","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0d736416-e7d5-3ca1-8972-e9803236e077","Le Moulin de Bacchus","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/0da77619-3c02-37f5-a312-c2ce7f4ef133","Camping l'entre-deux","camping","Accommodation;Camping;CampingAndCaravanning;PlaceOfInterest","",""
"15/0db031c0-686a-3206-bd79-c1749f3b4839","Hôtel Kyriad Tours Saint Pierre des Corps Gare TGV","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/0df5d812-bd6c-33ec-9ef8-186828cbb975","Cave de Vouvray","tasting","Cooperative;PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0e01e653-2e13-3189-982d-c7e35946ca15","L'Abeille bleue","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0e43c91f-750f-331f-9961-0cd014d686e3","Gîte de séjour ""Le Logis de Bau""","act","Accommodation;CollectiveAccommodation;GroupLodging;PlaceOfInterest","",""
"15/0e462460-7863-3e2e-983f-b5f08fd8325a","Château-monastère de la Corroirie","castle","Abbey;Castle;Citadel;Cloister;CulturalSite;DefenceSite;Mill;ParkAndGarden;PlaceOfInterest;ReligiousSite;RemarkableBuilding;TechnicalHeritage","",""
"15/0e76bd88-e04b-34c6-bd27-a33c22a28f5e","Restaurant O en couleur","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/0e8643af-5b62-3a00-98e0-8f442023ea23","Gîte du Moulin - Le four à pain","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0e99c8e8-175f-3ea4-ba38-77267c63025b","Domaine Nicolas Paget","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0e9b6b9d-8c05-3c8c-aaa4-a3878d59c065","Gîte belleric","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0ee66a9e-865e-3dcc-bf09-5ee28ffb8728","Le Saint-Georges","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/0efb0c73-663c-3414-b15d-40a414488ace","Novotel Tours Centre Gare","act","BusinessPlace;PlaceOfInterest","",""
"15/0f0ac8b1-587e-3de1-9dc8-6edd662d8bc3","EARL Hubert et Olivier Sinson","tasting","PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/0f520069-7c87-38db-a31f-6d8ad3d19275","CYRPEO Val de Loire","sport","EquipmentRentalShop;PlaceOfInterest;ServiceProvider;SportsAndLeisurePlace","AccompaniedPractice;EquipmentRental;Practice;Product;Rental",""
"15/0f8c1330-20fa-3030-9573-4fd6e3b93ff5","Canoë Kayak Chenonceaux Canoe Rental","sport","PlaceOfInterest;SportsAndLeisurePlace","",""
"15/0f9fce81-2ae4-3dd4-a7a6-3819faa21095","Les Poètes | Gîtes l’École Buissonnière","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/0faa5fe8-a88a-39fc-8d76-f12b07a0903f","Côté Loire - Auberge Ligérienne","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/0fb8ec3f-3728-37c5-89cd-9467de842def","Cabanes dans les arbres - L'Augis Nature","gite","Accommodation;PlaceOfInterest;RentalAccommodation","",""
"15/0fee5c3d-ab84-31ac-a26a-d5d61d62592f","Les Jardins Renaissance ****","act","Accommodation;CollectiveAccommodation;HolidayResort;PlaceOfInterest","",""
"15/0ffcc8b7-c44c-32ff-8635-1af1bafc0f64","Camping Le Moulin Fort","camping","Accommodation;Camping;CampingAndCaravanning;PlaceOfInterest","",""
"15/10259279-cb20-307b-8ea5-cc0809fe25eb","La Grange bleue","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/1074a1fd-fda9-302c-8134-0eacd1e7e5e7","Vignoble Lacour","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/10a337d5-db35-3d0e-92d0-60c44ad16b30","Visite guidée du vieux Blois","act","CityHeritage;CulturalSite;PlaceOfInterest","",""
"15/10ef7f94-4692-3fbc-93b6-774691672659","Le gîte de la Boissière","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/111c541a-5ac7-3f28-957c-294a1d74fcf4","Atelier de cuisine COOK & GO","sport","PlaceOfInterest;SportsAndLeisurePlace","Course;Practice;Product",""
"15/116e5bf7-ada1-3033-836a-b7daa3dfbdcf","Le Pavillon en Touraine","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/11867fe4-98b9-34e9-9573-b2e609ffb36a","Le Patio du centre-ville","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/119e4c15-a4a4-31a1-a63d-1aca27fbbe8f","Gîte de Christine","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/11a3b4b4-61c1-33cd-9e5f-9113a7f986d7","Le Mail","Hotel","Accommodation;FastFoodRestaurant;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/11ee3f9a-573f-3238-921c-997e2dc2b5e6","Le Sceau Génie, La Chasse aux Anneaux de Léonard de Vinci","sport","PlaceOfInterest;SportsAndLeisurePlace","",""
"15/123d5e31-fea2-3207-b74b-7f2b77675e5a","Alain Joulin et Fils","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/124e26dd-a5a9-3656-982d-32221eebdf52","Les Agapanthes - Meublé Fuchsia","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/129e3671-5fed-3edd-b184-3679f4ccdcee","Caves du Père Auguste","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/12a64454-4491-3faa-ab7c-3547cb12a392","Les pagodes de beauval","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/12a7397a-838e-3654-bfda-4f97b56989e4","Guides animateurs randonnée pédestre et marche nordique","sport","PlaceOfInterest;SportsAndLeisurePlace","",""
"15/12bf738f-0fe1-3fdc-a5fd-8ada673e4357","La Cav' par 3","tasting","PlaceOfInterest;TastingProvider","Practice;Product;Tasting",""
"15/12dc8a9d-56de-3576-98e1-25a37aa9f1cb","Visite du village de Trôo (cité troglodytique)","museum","ArcheologicalSite;CaveSinkholeOrAven;CityHeritage;Collegiate;CulturalSite;DefenceSite;FortifiedSet;Museum;NaturalHeritage;PlaceOfInterest;ReligiousSite;Ruins;TechnicalHeritage","",""
"15/12ffe9e2-a2e0-38c5-a6ae-94cfeeb5d079","Chalet Ancolie","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/1300694b-8e6e-3e52-89d2-7d310533a082","Domaine du Croc du Merle","tasting","PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/13179775-07c2-31b4-906c-b30b689928c5","Château de Nitray","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/131c2fd4-5f22-364b-baeb-50c5d7c2aed1","Domaine de la Grange","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/132e1129-bf62-3667-8212-600d2452e91e","Location de salle et séminaire à la maison de la Magie Robert Houdin","act","BusinessPlace;PlaceOfInterest","",""
"15/137f8571-0800-3b15-a2cd-a07498b43979","Le Clos des Touchardières","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/1380cba7-1b03-3c56-8eb7-c914332d372d","Novotel Blois Centre Val de Loire - Location de salle et séminaire","act","BusinessPlace;PlaceOfInterest","",""
"15/1385bd08-3e85-393e-aa30-39b00e61c485","L'Imprimerie","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/13a9850d-8ca3-37c0-8e30-92823001fa57","Domaine Plessis Gallu - Cottage de la Tour","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/143a1e35-563c-3060-ba1f-f5c956c88c3b","Restaurant de la Mère Hamard","Hotel","Accommodation;FoodEstablishment;Hotel;HotelRestaurant;HotelTrade;PlaceOfInterest;Restaurant","",""
"15/143ce7e9-7776-35a0-bf79-c14155a31006","Le Moulin Fleuri","Resto","FoodEstablishment;PlaceOfInterest;Restaurant","",""
"15/143eafc0-76f1-3ba5-9257-a1bfa8a9d231","Visite du village troglodytique du coteau Saint-André","act","CityHeritage;CulturalSite;PlaceOfInterest","",""
"15/1443935c-e2bb-351a-9be5-0901bd7ad67f","Caves Oudart","tasting","PlaceOfInterest;Producer;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/14622c89-3f1b-39ee-83a5-b92c91a717cc","Brasserie Carpe Diem","Resto","BrasserieOrTavern;FoodEstablishment;PlaceOfInterest;Restaurant","",""
"15/14a9aeae-877a-3e8b-a7c7-893cc423f54d","Stage « du jardin sauvage à l’assiette, du jardin sauvage à la peau »","sport","PlaceOfInterest;SportsAndLeisurePlace","AccompaniedPractice;IntroductionCourse;Practice;Product",""
"15/14dfb275-8161-3f3f-bcf6-b930fcd50038","Manoir de la Maison Blanche","gite","Accommodation;Guesthouse;PlaceOfInterest;RentalAccommodation","",""
"15/152a1f73-1709-3db6-9edc-ad7a3fee6d7e","Gîte de groupe des Pignons","act","Accommodation;CollectiveAccommodation;GroupLodging;PlaceOfInterest","",""
"15/155f2e1c-defa-3d95-af25-1d7dbfec646a","Best Western Plus Artist Hôtel","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/156f75a9-95d9-327f-a769-eb0540160787","VRF TOURAINE","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/1589753a-d9ab-3a47-a4a0-405469fbe7d8","ULM RACAN","sport","PlaceOfInterest;SportsAndLeisurePlace","",""
"15/159bb5c7-2261-3bd7-9fa7-c8446a84fc65","Domaine de la Renne","tasting","PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/15a636ea-62d3-3c6b-9b60-669b04648353","GITE D'ETAPE COMMUNAL - LE PRESBYTERE","act","Accommodation;CollectiveAccommodation;GroupLodging;PlaceOfInterest;StopOverOrGroupLodge","",""
"15/15c97b9d-df71-3fe0-99b1-6b2ec6536e24","Hôtel Première Classe","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
"15/15deca44-0515-3c61-b342-7802f5165bbe","La cave de Valençay","tasting","Cooperative;PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/15ed9f94-3b2f-36c9-897f-e4d38dec264f","Balancier hydraulique","museum","CulturalSite;Museum;PlaceOfInterest;TechnicalHeritage","","Renaissance;Xixe siècle"
"15/15ef7831-9844-3e14-8cac-c3ea2ff0e27a","Gîte de la Huppe","gite","Accommodation;PlaceOfInterest;RentalAccommodation;SelfCateringAccommodation","",""
"15/1628396b-bff5-3b93-b68a-bcd3fc84bda2","Domaine Les Vaucorneilles","tasting","PlaceOfInterest;TastingProvider;WineCellar","Practice;Product;Tasting",""
"15/16293ff6-486b-316c-81c4-0660f09413b9","Atelier « Du jardin sauvage à l’assiette »","sport","PlaceOfInterest;SportsAndLeisurePlace","AccompaniedPractice;Practice;Product",""
"15/1654b76d-9f86-348b-8fec-cc9dfd01b230","Hôtel Mondial","Hotel","Accommodation;Hotel;HotelTrade;PlaceOfInterest","",""
